,bump_iter,chosen,description,pathdir,pathmode,pathnum,person_id,person_trip_id,pf_cost,pf_fare,pf_initcost,pf_initfare,pf_iteration,pf_probability,trace,trip_list_id_num,sim_cost,ln_PS,logsum_component,logsum,probability,missed_xfer
190,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,34,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,70,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
191,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,34,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,70,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
192,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,34,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,70,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
193,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,34,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,70,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
194,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,34,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,70,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
195,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,35,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,72,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
196,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,35,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,72,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
197,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,35,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,72,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
198,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,35,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,72,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
199,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,35,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,72,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
200,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,36,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,74,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
201,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,36,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,74,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
202,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,36,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,74,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
203,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,36,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,74,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
204,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,36,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,74,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
205,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,37,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,76,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
206,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,37,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,76,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
207,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,37,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,76,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
208,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,37,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,76,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
209,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,37,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,76,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
210,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,38,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,78,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
211,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,38,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,78,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
212,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,38,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,78,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
213,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,38,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,78,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
214,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,38,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,78,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
215,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,39,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,80,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
216,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,39,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,80,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
217,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,39,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,80,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
218,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,39,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,80,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
219,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,39,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,80,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
220,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,40,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,82,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
221,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,40,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,82,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
222,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,40,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,82,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
223,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,40,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,82,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
224,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,40,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,82,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
225,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,41,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,84,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
226,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,41,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,84,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
227,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,41,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,84,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
228,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,41,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,84,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
229,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,41,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,84,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
230,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,42,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,86,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
231,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,42,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,86,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
232,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,42,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,86,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
233,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,42,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,86,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
234,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,42,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,86,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
235,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,43,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,88,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
236,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,43,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,88,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
237,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,43,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,88,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
238,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,43,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,88,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
239,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,43,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,88,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
240,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,44,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,90,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
241,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,44,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,90,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
242,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,44,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,90,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
243,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,44,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,90,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
244,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,44,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,90,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
245,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,45,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,92,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
246,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,45,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,92,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
247,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,45,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,92,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
248,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,45,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,92,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
249,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,45,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,92,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
250,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,46,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,94,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
251,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,46,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,94,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
252,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,46,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,94,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
253,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,46,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,94,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
254,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,46,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,94,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
255,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,47,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,96,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
256,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,47,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,96,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
257,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,47,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,96,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
258,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,47,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,96,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
259,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,47,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,96,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
260,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,48,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,98,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
261,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,48,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,98,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
262,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,48,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,98,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
263,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,48,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,98,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
264,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,48,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,98,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
265,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,maggie,1,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,True,100,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
266,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,maggie,1,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,True,100,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
267,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,maggie,1,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,True,100,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
268,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,maggie,1,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,True,100,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
269,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,maggie,1,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,True,100,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
270,,iter4.02 sim0,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,10,87.1541764707,5.5,105.977705882,5.0,4.02,0.999952274644,False,21,87.0712209123,-0.980829253012,7.58124001936e-20,7.58124001936e-20,1.0,0
271,,unchosen,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,10,107.054176471,5.5,105.877705882,5.0,4.02,4.77253561185e-05,False,21,20104.9712209,-0.980829253012,0.0,7.58124001936e-20,0.0,0
272,,iter4.02 sim0,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,11,87.1541764707,5.5,105.977705882,5.0,4.02,0.999952274644,False,23,87.0712209123,-0.980829253012,7.58124001936e-20,7.58124001936e-20,1.0,0
273,,unchosen,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,11,107.054176471,5.5,105.877705882,5.0,4.02,4.77253561185e-05,False,23,20104.9712209,-0.980829253012,0.0,7.58124001936e-20,0.0,0
274,,iter4.02 sim0,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,12,87.1541764707,5.5,105.977705882,5.0,4.02,0.999952274644,False,25,87.0712209123,-0.980829253012,7.58124001936e-20,7.58124001936e-20,1.0,0
275,,unchosen,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,12,107.054176471,5.5,105.877705882,5.0,4.02,4.77253561185e-05,False,25,20104.9712209,-0.980829253012,0.0,7.58124001936e-20,0.0,0
276,,iter4.02 sim0,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,13,87.1541764707,5.5,105.977705882,5.0,4.02,0.999952274644,False,27,87.0712209123,-0.980829253012,7.58124001936e-20,7.58124001936e-20,1.0,0
277,,unchosen,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,13,107.054176471,5.5,105.877705882,5.0,4.02,4.77253561185e-05,False,27,20104.9712209,-0.980829253012,0.0,7.58124001936e-20,0.0,0
278,,iter4.02 sim0,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,14,87.1541764707,5.5,105.977705882,5.0,4.02,0.999952274644,False,29,87.0712209123,-0.980829253012,7.58124001936e-20,7.58124001936e-20,1.0,0
279,,unchosen,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,14,107.054176471,5.5,105.877705882,5.0,4.02,4.77253561185e-05,False,29,20104.9712209,-0.980829253012,0.0,7.58124001936e-20,0.0,0
280,,iter4.02 sim0,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,15,87.1541764707,5.5,105.977705882,5.0,4.02,0.999952274644,False,31,87.0712209123,-0.980829253012,7.58124001936e-20,7.58124001936e-20,1.0,0
281,,unchosen,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,15,107.054176471,5.5,105.877705882,5.0,4.02,4.77253561185e-05,False,31,20104.9712209,-0.980829253012,0.0,7.58124001936e-20,0.0,0
282,,iter4.02 sim0,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,16,87.1541764707,5.5,105.977705882,5.0,4.02,0.999952274644,False,33,87.0712209123,-0.980829253012,7.58124001936e-20,7.58124001936e-20,1.0,0
283,,unchosen,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t151 R3 walk_egress Z5,1,walk-commuter_rail-walk,1,ben,16,107.054176471,5.5,105.877705882,5.0,4.02,4.77253561185e-05,False,33,20104.9712209,-0.980829253012,0.0,7.58124001936e-20,0.0,0
284,,iter4.02 sim0,Z1 walk_access B0 local_bus t19 B2 transfer R2 heavy_rail t150 R3 walk_egress Z5,1,walk-commuter_rail-walk,0,ben,17,87.1541764707,5.5,105.977705882,5.0,4.02,0.999952274644,False,35,87.0712209123,-0.980829253012,7.58124001936e-20,7.58124001936e-20,1.0,0
