,A_id,A_id_num,A_lat,A_lon,A_seq,A_zone_id,B_id,B_id_num,B_lat,B_lon,B_seq,B_zone_id,board_state,bump_iter,linkmode,linknum,mode,mode_num,pathnum,person_id,person_trip_id,pf_A_time,pf_B_time,pf_iteration,pf_linkcost,pf_linkdist,pf_linkfare,pf_linktime,pf_waittime,route_id,trace,trip_id,trip_id_num,trip_list_id_num,fare,fare_period,from_fare_period,transfer_fare_type,transfer_fare,free_transfer,distance,sim_cost,chosen,board_time,overcap,overcap_frac,alight_time,alight_delay_min,new_A_time,new_B_time,new_linktime,new_waittime,missed_xfer
980,B4,4,37.781552,-122.456371,-1,,B4,4,37.781552,-122.456371,-1,,,,transfer,2,transfer,1.0,2,ben,32,2016-01-01 17:29:39.000000,2016-01-01 17:29:39.000000,4.04,6.0,0.0,0.0,0 days 00:00:00.000000000,,,False,,,65,0.0,,,,,,0.0,6.0,unchosen,,,,,0.0,2016-01-01 17:30:06.525961,2016-01-01 17:30:06.525961,0 days 00:00:00.000000000,,0
981,B4,4,37.781552,-122.456371,1,,B2,7,37.780689,-122.472314,3,,,,transit,3,local_bus,301.0,2,ben,32,2016-01-01 17:29:39.000000,2016-01-01 17:38:03.000000,4.04,17.4808823529,0.873312152241,2.0,0 days 00:08:24.000000000,0 days 00:00:21.000000000,A,False,t42,77.0,65,2.0,bus_local_fare_default,,,,0.0,0.873312152241,50004.6404245,unchosen,2016-01-01 17:30:00.000000,-10.0,0.0,2016-01-01 17:38:34.783647,0.52972745,2016-01-01 17:30:06.525961,2016-01-01 17:38:34.783647,0 days 00:08:28.257686000,-1 days +23:59:53.474039000,1
982,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,4,transfer,1.0,2,ben,32,2016-01-01 17:38:03.000000,2016-01-01 17:40:16.333333,4.04,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,65,0.0,,,,,,0.1,14.4444444333,unchosen,,,,,0.0,2016-01-01 17:38:34.783647,2016-01-01 17:40:48.116980,0 days 00:02:13.333333000,,0
983,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,,,transit,5,heavy_rail,302.0,2,ben,32,2016-01-01 17:40:16.333333,2016-01-01 17:45:04.000000,4.04,14.8241830065,0.519391440659,3.5,0 days 00:04:47.666667000,0 days 00:01:47.666667000,C,False,t151,43.0,65,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,13.7647281176,unchosen,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:40:48.116980,2016-01-01 17:45:04.000000,0 days 00:04:15.883020000,0 days 00:01:15.883020000,0
984,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,6,walk_egress,201.0,2,ben,32,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.04,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,65,0.0,,,,,,0.601,26.7268888889,unchosen,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
985,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,3,ben,32,2016-01-01 17:05:06.666667,2016-01-01 17:14:00.000000,4.04,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,65,0.0,,,,,,0.4,17.7777777778,unchosen,,,,,0.0,2016-01-01 17:05:06.666667,2016-01-01 17:14:00.000000,0 days 00:08:53.333333000,,0
986,B0,5,37.779996,-122.48799,1,,B3,8,37.781241,-122.458932,4,,bumped_unchosen,0.0,transit,1,local_bus,301.0,3,ben,32,2016-01-01 17:14:00.000000,2016-01-01 17:27:36.000000,4.04,25.1058823529,1.58925214522,2.0,0 days 00:13:36.000000000,0 days 00:00:00.000000000,A,False,t18,52.0,65,2.0,bus_local_fare_default,,,,0.0,1.58925214522,25.4330735279,unchosen,2016-01-01 17:14:00.000000,0.0,0.0,2016-01-01 17:27:50.799647,0.246660783333,2016-01-01 17:14:00.000000,2016-01-01 17:27:50.799647,0 days 00:13:50.799647000,0 days 00:00:00.000000000,0
987,B3,8,37.781241,-122.458932,-1,,B3,8,37.781241,-122.458932,-1,,,,transfer,2,transfer,1.0,3,ben,32,2016-01-01 17:27:36.000000,2016-01-01 17:27:36.000000,4.04,6.0,0.0,0.0,0 days 00:00:00.000000000,,,False,,,65,0.0,,,,,,0.0,6.0,unchosen,,,,,0.0,2016-01-01 17:27:50.799647,2016-01-01 17:27:50.799647,0 days 00:00:00.000000000,,0
988,B3,8,37.781241,-122.458932,2,,B2,7,37.780689,-122.472314,3,,,,transit,3,local_bus,301.0,3,ben,32,2016-01-01 17:27:36.000000,2016-01-01 17:38:03.000000,4.04,22.6058823529,0.731810693664,2.0,0 days 00:10:27.000000000,0 days 00:04:27.000000000,A,False,t42,77.0,65,2.0,bus_local_fare_default,,,,0.0,0.731810693664,23.0628241863,unchosen,2016-01-01 17:32:14.832667,-9.0,-9.0,2016-01-01 17:38:34.783647,0.52972745,2016-01-01 17:27:50.799647,2016-01-01 17:38:34.783647,0 days 00:10:43.984000000,0 days 00:04:24.033020000,0
989,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,4,transfer,1.0,3,ben,32,2016-01-01 17:38:03.000000,2016-01-01 17:40:16.333333,4.04,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,65,0.0,,,,,,0.1,14.4444444333,unchosen,,,,,0.0,2016-01-01 17:38:34.783647,2016-01-01 17:40:48.116980,0 days 00:02:13.333333000,,0
990,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,,,transit,5,heavy_rail,302.0,3,ben,32,2016-01-01 17:40:16.333333,2016-01-01 17:45:04.000000,4.04,14.8241830065,0.519391440659,3.5,0 days 00:04:47.666667000,0 days 00:01:47.666667000,C,False,t151,43.0,65,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,13.7647281176,unchosen,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:40:48.116980,2016-01-01 17:45:04.000000,0 days 00:04:15.883020000,0 days 00:01:15.883020000,0
991,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,6,walk_egress,201.0,3,ben,32,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.04,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,65,0.0,,,,,,0.601,26.7268888889,unchosen,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
992,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,0,bart,32,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,4.01,75.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,66,0.0,,,,,,0.75,75.4,unchosen,,,,,0.0,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,0 days 00:05:00.000000000,,0
993,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,0,bart,32,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t136,92.0,66,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:10:00.000000,-2.0,-0.142857142857,2016-01-01 15:12:00.000000,0.0,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
994,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,0,bart,32,2016-01-01 15:12:00.000000,2016-01-01 15:20:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,66,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:12:00.000000,2016-01-01 15:20:54.666667,0 days 00:08:54.666667000,,0
995,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,1,bart,32,2016-01-01 15:15:00.000000,2016-01-01 15:20:00.000000,4.01,76.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,66,0.0,,,,,,0.75,76.4,iter4.01 sim0,,,,,0.0,2016-01-01 15:15:00.000000,2016-01-01 15:20:00.000000,0 days 00:05:00.000000000,,0
996,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,board_easy,,transit,1,heavy_rail,302.0,1,bart,32,2016-01-01 15:20:00.000000,2016-01-01 15:22:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t137,93.0,66,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,iter4.01 sim0,2016-01-01 15:20:00.000000,-1.0,-0.0666666666667,2016-01-01 15:22:00.000000,0.0,2016-01-01 15:20:00.000000,2016-01-01 15:22:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
997,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,1,bart,32,2016-01-01 15:22:00.000000,2016-01-01 15:30:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,66,0.0,,,,,,0.401,178.222222222,iter4.01 sim0,,,,,0.0,2016-01-01 15:22:00.000000,2016-01-01 15:30:54.666667,0 days 00:08:54.666667000,,0
998,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,2,bart,32,2016-01-01 15:25:00.000000,2016-01-01 15:30:00.000000,4.01,77.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,66,0.0,,,,,,0.75,77.4,unchosen,,,,,0.0,2016-01-01 15:25:00.000000,2016-01-01 15:30:00.000000,0 days 00:05:00.000000000,,0
999,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,2,bart,32,2016-01-01 15:30:00.000000,2016-01-01 15:32:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t138,84.0,66,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:30:00.000000,-3.0,-0.230769230769,2016-01-01 15:32:00.000000,0.0,2016-01-01 15:30:00.000000,2016-01-01 15:32:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
1000,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,2,bart,32,2016-01-01 15:32:00.000000,2016-01-01 15:40:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,66,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:32:00.000000,2016-01-01 15:40:54.666667,0 days 00:08:54.666667000,,0
1001,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,3,bart,32,2016-01-01 15:35:00.000000,2016-01-01 15:40:00.000000,4.01,78.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,66,0.0,,,,,,0.75,78.4,unchosen,,,,,0.0,2016-01-01 15:35:00.000000,2016-01-01 15:40:00.000000,0 days 00:05:00.000000000,,0
1002,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,3,bart,32,2016-01-01 15:40:00.000000,2016-01-01 15:42:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t139,85.0,66,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:40:00.000000,-10.0,-1.66666666667,2016-01-01 15:42:00.000000,0.0,2016-01-01 15:40:00.000000,2016-01-01 15:42:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
1003,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,3,bart,32,2016-01-01 15:42:00.000000,2016-01-01 15:50:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,66,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:42:00.000000,2016-01-01 15:50:54.666667,0 days 00:08:54.666667000,,0
1004,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,4,bart,32,2016-01-01 15:45:00.000000,2016-01-01 15:50:00.000000,4.01,79.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,66,0.0,,,,,,0.75,79.4,unchosen,,,,,0.0,2016-01-01 15:45:00.000000,2016-01-01 15:50:00.000000,0 days 00:05:00.000000000,,0
1005,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,,,transit,1,heavy_rail,302.0,4,bart,32,2016-01-01 15:50:00.000000,2016-01-01 15:52:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t140,61.0,66,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,unchosen,2016-01-01 15:50:00.000000,-14.0,-7.0,2016-01-01 15:52:00.000000,0.0,2016-01-01 15:50:00.000000,2016-01-01 15:52:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
1006,R2,2,37.780689,-122.472314,-1,,Z3,13,,,-1,,,,egress,2,walk_egress,201.0,4,bart,32,2016-01-01 15:52:00.000000,2016-01-01 16:00:54.666667,4.01,178.222222222,0.401,0.0,0 days 00:08:54.666667000,,,False,,,66,0.0,,,,,,0.401,178.222222222,unchosen,,,,,0.0,2016-01-01 15:52:00.000000,2016-01-01 16:00:54.666667,0 days 00:08:54.666667000,,0
1007,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,0,ben,33,2016-01-01 16:57:06.666667,2016-01-01 17:06:00.000000,4.04,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,67,0.0,,,,,,0.4,17.7777777778,iter4.04 sim0,,,,,0.0,2016-01-01 16:57:06.666667,2016-01-01 17:06:00.000000,0 days 00:08:53.333333000,,0
1008,B0,5,37.779996,-122.48799,1,,B2,7,37.780689,-122.472314,3,,boarded,,transit,1,local_bus,301.0,0,ben,33,2016-01-01 17:06:00.000000,2016-01-01 17:13:03.000000,4.04,15.2808823529,0.857441451554,2.0,0 days 00:07:03.000000000,0 days 00:00:00.000000000,A,False,t17,47.0,67,2.0,bus_local_fare_default,,,,0.0,0.857441451554,15.5297490279,iter4.04 sim0,2016-01-01 17:06:00.000000,0.0,0.0,2016-01-01 17:13:12.954667,0.165911116667,2016-01-01 17:06:00.000000,2016-01-01 17:13:12.954667,0 days 00:07:12.954667000,0 days 00:00:00.000000000,0
1009,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,2,transfer,1.0,0,ben,33,2016-01-01 17:13:03.000000,2016-01-01 17:15:16.333333,4.04,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,67,0.0,,,,,,0.1,14.4444444333,iter4.04 sim0,,,,,0.0,2016-01-01 17:13:12.954667,2016-01-01 17:15:26.288000,0 days 00:02:13.333333000,,0
1010,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,board_easy,,transit,3,heavy_rail,302.0,0,ben,33,2016-01-01 17:15:16.333333,2016-01-01 17:25:04.000000,4.04,24.8241830065,0.519391440659,3.5,0 days 00:09:47.666667000,0 days 00:06:47.666667000,C,False,t149,54.0,67,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,24.4923607843,iter4.04 sim0,2016-01-01 17:22:04.000000,-6.0,-0.6,2016-01-01 17:25:04.000000,0.0,2016-01-01 17:15:26.288000,2016-01-01 17:25:04.000000,0 days 00:09:37.712000000,0 days 00:06:37.712000000,0
1011,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,0,ben,33,2016-01-01 17:25:04.000000,2016-01-01 17:38:25.333333,4.04,26.926888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,67,0.0,,,,,,0.601,26.9268888889,iter4.04 sim0,,,,,0.0,2016-01-01 17:25:04.000000,2016-01-01 17:38:25.333333,0 days 00:13:21.333333000,,0
1012,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,1,ben,33,2016-01-01 17:05:06.666667,2016-01-01 17:14:00.000000,4.04,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,67,0.0,,,,,,0.4,17.7777777778,unchosen,,,,,0.0,2016-01-01 17:05:06.666667,2016-01-01 17:14:00.000000,0 days 00:08:53.333333000,,0
1013,B0,5,37.779996,-122.48799,1,,B2,7,37.780689,-122.472314,3,,bumped_unchosen,0.0,transit,1,local_bus,301.0,1,ben,33,2016-01-01 17:14:00.000000,2016-01-01 17:21:12.000000,4.04,15.5058823529,0.857441451554,2.0,0 days 00:07:12.000000000,0 days 00:00:00.000000000,A,False,t18,52.0,67,2.0,bus_local_fare_default,,,,0.0,0.857441451554,15.5274240279,unchosen,2016-01-01 17:14:00.000000,0.0,0.0,2016-01-01 17:21:12.954667,0.0159111166667,2016-01-01 17:14:00.000000,2016-01-01 17:21:12.954667,0 days 00:07:12.954667000,0 days 00:00:00.000000000,0
1014,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,2,transfer,1.0,1,ben,33,2016-01-01 17:21:12.000000,2016-01-01 17:23:25.333333,4.04,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,67,0.0,,,,,,0.1,14.4444444333,unchosen,,,,,0.0,2016-01-01 17:21:12.954667,2016-01-01 17:23:26.288000,0 days 00:02:13.333333000,,0
1015,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,,,transit,3,heavy_rail,302.0,1,ben,33,2016-01-01 17:23:25.333333,2016-01-01 17:45:04.000000,4.04,48.5241830065,0.519391440659,3.5,0 days 00:21:38.666667000,0 days 00:18:38.666667000,C,False,t151,43.0,67,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,48.4954607843,unchosen,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:23:26.288000,2016-01-01 17:45:04.000000,0 days 00:21:37.712000000,0 days 00:18:37.712000000,0
1016,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,4,walk_egress,201.0,1,ben,33,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.04,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,67,0.0,,,,,,0.601,26.7268888889,unchosen,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
1017,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,2,ben,33,2016-01-01 17:05:06.666667,2016-01-01 17:14:00.000000,4.04,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,67,0.0,,,,,,0.4,17.7777777778,unchosen,,,,,0.0,2016-01-01 17:05:06.666667,2016-01-01 17:14:00.000000,0 days 00:08:53.333333000,,0
1018,B0,5,37.779996,-122.48799,1,,B4,4,37.781552,-122.456371,5,,bumped_unchosen,0.0,transit,1,local_bus,301.0,2,ben,33,2016-01-01 17:14:00.000000,2016-01-01 17:29:39.000000,4.04,28.1808823529,1.73075360379,2.0,0 days 00:15:39.000000000,0 days 00:00:00.000000000,A,False,t18,52.0,67,2.0,bus_local_fare_default,,,,0.0,1.73075360379,28.8262313779,unchosen,2016-01-01 17:14:00.000000,0.0,0.0,2016-01-01 17:30:06.525961,0.458766016667,2016-01-01 17:14:00.000000,2016-01-01 17:30:06.525961,0 days 00:16:06.525961000,0 days 00:00:00.000000000,0
1019,B4,4,37.781552,-122.456371,-1,,B4,4,37.781552,-122.456371,-1,,,,transfer,2,transfer,1.0,2,ben,33,2016-01-01 17:29:39.000000,2016-01-01 17:29:39.000000,4.04,6.0,0.0,0.0,0 days 00:00:00.000000000,,,False,,,67,0.0,,,,,,0.0,6.0,unchosen,,,,,0.0,2016-01-01 17:30:06.525961,2016-01-01 17:30:06.525961,0 days 00:00:00.000000000,,0
1020,B4,4,37.781552,-122.456371,1,,B2,7,37.780689,-122.472314,3,,,,transit,3,local_bus,301.0,2,ben,33,2016-01-01 17:29:39.000000,2016-01-01 17:38:03.000000,4.04,17.4808823529,0.873312152241,2.0,0 days 00:08:24.000000000,0 days 00:00:21.000000000,A,False,t42,77.0,67,2.0,bus_local_fare_default,,,,0.0,0.873312152241,50004.6404245,unchosen,2016-01-01 17:30:00.000000,-10.0,0.0,2016-01-01 17:38:34.783647,0.52972745,2016-01-01 17:30:06.525961,2016-01-01 17:38:34.783647,0 days 00:08:28.257686000,-1 days +23:59:53.474039000,1
1021,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,4,transfer,1.0,2,ben,33,2016-01-01 17:38:03.000000,2016-01-01 17:40:16.333333,4.04,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,67,0.0,,,,,,0.1,14.4444444333,unchosen,,,,,0.0,2016-01-01 17:38:34.783647,2016-01-01 17:40:48.116980,0 days 00:02:13.333333000,,0
1022,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,,,transit,5,heavy_rail,302.0,2,ben,33,2016-01-01 17:40:16.333333,2016-01-01 17:45:04.000000,4.04,14.8241830065,0.519391440659,3.5,0 days 00:04:47.666667000,0 days 00:01:47.666667000,C,False,t151,43.0,67,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,13.7647281176,unchosen,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:40:48.116980,2016-01-01 17:45:04.000000,0 days 00:04:15.883020000,0 days 00:01:15.883020000,0
1023,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,6,walk_egress,201.0,2,ben,33,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.04,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,67,0.0,,,,,,0.601,26.7268888889,unchosen,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
1024,Z1,11,,,-1,,B0,5,37.779996,-122.48799,-1,,,,access,0,walk_access,101.0,3,ben,33,2016-01-01 17:05:06.666667,2016-01-01 17:14:00.000000,4.04,17.7777777778,0.4,0.0,0 days 00:08:53.333333000,,,False,,,67,0.0,,,,,,0.4,17.7777777778,unchosen,,,,,0.0,2016-01-01 17:05:06.666667,2016-01-01 17:14:00.000000,0 days 00:08:53.333333000,,0
1025,B0,5,37.779996,-122.48799,1,,B3,8,37.781241,-122.458932,4,,bumped_unchosen,0.0,transit,1,local_bus,301.0,3,ben,33,2016-01-01 17:14:00.000000,2016-01-01 17:27:36.000000,4.04,25.1058823529,1.58925214522,2.0,0 days 00:13:36.000000000,0 days 00:00:00.000000000,A,False,t18,52.0,67,2.0,bus_local_fare_default,,,,0.0,1.58925214522,25.4330735279,unchosen,2016-01-01 17:14:00.000000,0.0,0.0,2016-01-01 17:27:50.799647,0.246660783333,2016-01-01 17:14:00.000000,2016-01-01 17:27:50.799647,0 days 00:13:50.799647000,0 days 00:00:00.000000000,0
1026,B3,8,37.781241,-122.458932,-1,,B3,8,37.781241,-122.458932,-1,,,,transfer,2,transfer,1.0,3,ben,33,2016-01-01 17:27:36.000000,2016-01-01 17:27:36.000000,4.04,6.0,0.0,0.0,0 days 00:00:00.000000000,,,False,,,67,0.0,,,,,,0.0,6.0,unchosen,,,,,0.0,2016-01-01 17:27:50.799647,2016-01-01 17:27:50.799647,0 days 00:00:00.000000000,,0
1027,B3,8,37.781241,-122.458932,2,,B2,7,37.780689,-122.472314,3,,,,transit,3,local_bus,301.0,3,ben,33,2016-01-01 17:27:36.000000,2016-01-01 17:38:03.000000,4.04,22.6058823529,0.731810693664,2.0,0 days 00:10:27.000000000,0 days 00:04:27.000000000,A,False,t42,77.0,67,2.0,bus_local_fare_default,,,,0.0,0.731810693664,23.0628241863,unchosen,2016-01-01 17:32:14.832667,-9.0,-9.0,2016-01-01 17:38:34.783647,0.52972745,2016-01-01 17:27:50.799647,2016-01-01 17:38:34.783647,0 days 00:10:43.984000000,0 days 00:04:24.033020000,0
1028,B2,7,37.780689,-122.472314,-1,,R2,2,37.780689,-122.472314,-1,,,,transfer,4,transfer,1.0,3,ben,33,2016-01-01 17:38:03.000000,2016-01-01 17:40:16.333333,4.04,14.4444444444,0.1,0.0,0 days 00:02:13.333333000,,,False,,,67,0.0,,,,,,0.1,14.4444444333,unchosen,,,,,0.0,2016-01-01 17:38:34.783647,2016-01-01 17:40:48.116980,0 days 00:02:13.333333000,,0
1029,R2,2,37.780689,-122.472314,2,,R3,3,37.773182,-122.471829,3,,,,transit,5,heavy_rail,302.0,3,ben,33,2016-01-01 17:40:16.333333,2016-01-01 17:45:04.000000,4.04,14.8241830065,0.519391440659,3.5,0 days 00:04:47.666667000,0 days 00:01:47.666667000,C,False,t151,43.0,67,3.5,rail_fare_class,bus_local_fare_default,transfer_discount,0.5,0.0,0.519391440659,13.7647281176,unchosen,2016-01-01 17:42:04.000000,-2.0,-0.142857142857,2016-01-01 17:45:04.000000,0.0,2016-01-01 17:40:48.116980,2016-01-01 17:45:04.000000,0 days 00:04:15.883020000,0 days 00:01:15.883020000,0
1030,R3,3,37.773182,-122.471829,-1,,Z5,15,,,-1,,,,egress,6,walk_egress,201.0,3,ben,33,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,4.04,26.726888889,0.601,0.0,0 days 00:13:21.333333000,,,False,,,67,0.0,,,,,,0.601,26.7268888889,unchosen,,,,,0.0,2016-01-01 17:45:04.000000,2016-01-01 17:58:25.333333,0 days 00:13:21.333333000,,0
1031,Z2,12,,,-1,,R1,1,37.786397,-122.472648,-1,,,,access,0,PNR_access,104.0,0,bart,33,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,4.01,75.4,0.75,0.0,0 days 00:05:00.000000000,,,False,,,68,0.0,,,,,,0.75,75.4,iter4.01 sim0,,,,,0.0,2016-01-01 15:05:00.000000,2016-01-01 15:10:00.000000,0 days 00:05:00.000000000,,0
1032,R1,1,37.786397,-122.472648,1,,R2,2,37.780689,-122.472314,2,,board_easy,,transit,1,heavy_rail,302.0,0,bart,33,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,4.01,43.976023976,0.394830545089,4.0,0 days 00:02:00.000000000,0 days 00:00:00.000000000,C,False,t136,92.0,68,4.0,rail_fare_class,,,,0.0,0.394830545089,43.976023976,iter4.01 sim0,2016-01-01 15:10:00.000000,-2.0,-0.142857142857,2016-01-01 15:12:00.000000,0.0,2016-01-01 15:10:00.000000,2016-01-01 15:12:00.000000,0 days 00:02:00.000000000,0 days 00:00:00.000000000,0
